PRODUCTO ;group;Marca;CATEGORIA;;;
OMEPRAZOL 20MG C/120  CAPS (ULTRA);147;ULTRA;ANTI ACIDO;;;
Omeprazol 20mg c/120 caps (AVIVIA);147;AVIVIA;ANTI ACIDO;;;
OMEPRAZOL 20MG C/120 CAPS FCO. (AVIVIA);147;AVIVIA;ANTI ACIDO;;;
ALDERAN 100MG C/15 TABS LOSARTAN (MAVER);148;MAVER;HIPERTENSION ARTERIAL ;;;
VIOPEXA 100MG C/30 TABS LOSARTAN (ULTRA);148;ULTRA;HIPERTENSION ARTERIAL ;;;
ALDERAN 50MG C/30 TABS LOSARTAN (MAVER);149;MAVER;HIPERTENSION ARTERIAL ;;;
LEVERSTAT 50mg c/30 Tab LOSARTAN (NUCITEC);149;NUCITEC;HIPERTENSION ARTERIAL ;;;
LOSARTAN 50MG C/30 TABS (IMPLEMEDIX);149;IMPLEMEDIX;HIPERTENSION ARTERIAL ;;;
LOSARTAN 50MG C/30 TABS (MEDLEY);149;MEDLEY;HIPERTENSION ARTERIAL ;;;
LOSARTAN 50MG C/30 TABS (ULTRA);149;ULTRA;HIPERTENSION ARTERIAL ;;;
COLIBS 50MG C/60 TABS LOSARTAN (SBL);150;SBL;HIPERTENSION ARTERIAL ;;;
LOSARTAN 50MG C/100 TABS (PHARMA RX);150;PHARMA RX;HIPERTENSION ARTERIAL ;;;
LOSARTAN 50MG C/60 TABS (AVIVIA);150;AVIVIA;HIPERTENSION ARTERIAL ;;;
ANTIGRIPAL C/12 CAPS DEXTROMETORFANO, FENILEFRINA, CLORFENAMINA, PARACETAMOL (GEL PHARMA);151;GEL PHARMA;ANTIGRIPALES;;;
TABCIN ACTIVE c/12 CAPS. 325/5/10/2 MG.  DEXTROMETORFANO, FENILEFRINA, CLORFENAMINA, PARACETAMOL (BAYER);151;BAYER;ANTIGRIPALES;;;
XL3 C/12 CAPS DEXTROMETORFANO, FENILEFRINA, CLORFENAMINA, PARACETAMOL (GENNOMA LAB);151;GENOMMALAB;ANTIGRIPALES;;;
DESENFRIOL-ITO PLUS SOL GOTAS 30ML CLORFENAMINA , PARACETAMOL, FENILEFRINA (BAYER);152;BAYER;ANTIGRIPALES;;;
DILARMINE 100ML PARAMETASONA, CLORFENAMINA (NOVO PHARMA);153;NOVO PHARMA;ANTIGRIPALES;NO HAY EQUIVALENTE GENERICO;;
PRINDEX 150ML SOLUCION DEXTROMETORFANO, FENILEFRINA, CLORFENAMINA, PARACETAMOL (ARMSTRONG);154;ARMSTRONG;ANTIGRIPALES;;;
BLENDOX 4MG C/20 TABS CLORFENAMINA (DEGORTS CHEMICAL);155;DEGORTS CHEMICAL;ANTIGRIPALES;;;
CLOROTRIMETON CLORFENAMINA 4MG C/20 TABS (BAYER);155;BAYER;ANTIGRIPALES;;;
DOCSI c/20 TABS. CLORFENAMINA 4 MG. (BIOMEP);155;BIOMEP;ANTIGRIPALES;;;
CLORO-TRIMETON 10MG C/5 AMP CLORFENAMINA (BAYER);156;BAYER;ANTIGRIPALES;;;
PRINDEX NEO 60ML SOLUCION , FENILEFRINA, CLORFENAMINA, PARACETAMOL (ARMSTRONG);157;ARMSTRONG;ANTIGRIPALES;;;
RINOFREN 120ML  CLORFENAMINA/FENILEFRINA/PARACETAMOL (CARNOT);158;CARNOT LABORATORIOS;ANTIGRIPALES;;;
DESENFRIOL-D c/24 TABS. 2/5/500 MG CLORFENAMINA/FENILEFRINA/PARACETAMOL (BAYER);159;BAYER;ANTIGRIPALES;;;
RINOFREN ANTIGRIPAL C/24 TABS  CLORFENAMINA/FENILEFRINA/PARACETAMOL (CARNOT);159;CARNOT LABORATORIOS;ANTIGRIPALES;;;
RINOFREN PEDIATRICO 30ML CLORFENAMINA/PARACETAMOL (CARNOT);160;CARNOT LABORATORIOS;ANTIGRIPALES;;;
DEXTRFNO/GUIAFNA/PARCTML.  JBE. Ped. Fco.118 ML Dextrometorfano+Guaifenesina+Clorfenamina. (AVIVIA);161;AVIVIA;ANTIGRIPALES;;;
TUSILEN Pediátrico JARABE Fco. 118 ML Dextrometorfano+Guaifenesina+Clorfenamina. (AVITUS);161;AVITUS;ANTIGRIPALES;;;
YADEGAL COMPUESTO 120ML Dextrometorfano+Guaifenesina+Clorfenamina.  (RAYERE);161;RAYERE;ANTIGRIPALES;;;
ALIVIN PLUS INY  (GROSSMAN);162;GROSSMAN;ANTIBIOTICO;;;
ALKA-SELTZER C/100 TABS EXHIBIDOR  (BAYER);163;BAYER;MALESTAR ESTOMACAL;;;
ALKA-SELTZER LIMON C/12 TABS (BAYER)                    ;164;BAYER;MALESTAR ESTOMACAL;;;
ALLEGRA 120MG C/10 TABS FEXOFENADINA (SANOFI);165;SANOFI;ANTIGRIPALES;;;
ALLEGRA PEDIATRICO 150ML FEXOFENADINA (SANOFI);166;SANOFI;ANTIGRIPALES;;;
ALMAX 13.3GR/100ML 225ML (ALMIRALL)               ;167;ALMIRALL;ANTI ACIDO;;;
ALMAX C/30 SOBRES 15ML  (ALMIRALL);168;ALMIRALL;ANTI ACIDO;;;
ALPRAZOLAM  c/30 TABS. 0.50 MG.(Psicofarma);169;PSICOFARMA;ANSIOLITICO / DORMIR;;;
TAFIL .50MG C/30 TABS (PFIZER);169;PFIZER;ANSIOLITICO / DORMIR;;;
ALZAM 2MG  C/30 TABS (PSICOFARMA);170;PSICOFARMA;ANSIOLITICO / DORMIR;;;
FARMAPRAM 2MG C/90 TABS ALPRAZOLAM (IFA CELTICS);170;IFA CELTICS;ANSIOLITICO / DORMIR;;;
ALTIVER 50MG C/30 TABS CAPTOPRIL (MAVER);171;MAVER;ANTIHIPERTENSIVO;;;
HIPERTEX CAPTOPRIL 50MG C/30 TABLETAS (RAYERE)    ;171;RAYERE;ANTIHIPERTENSIVO;;;
Ipyrol 50mg c/100 Tabs Captopril (Victory);171;VICTORY;ANTIHIPERTENSIVO;;;
Alupent 0.5mg c/5 Amp Orciprenalina (Boehringer Ingelheim);172;BOEHRINGER INGELHEIM;ASMA ;;;
ALZOCID 20MG C/8 TABS TADALAFIL (COLLINS);173;COLLINS;DISFUNCION ERECTIL;;;
Cialis 20mg c/8 Tab Tadalafil (Lilly);173;LILLY;DISFUNCION ERECTIL;;;
AMARYL MX TABS 4MG C/16 TABS (SANOFI);174;SANOFI;DIABETES;;;
AMIFARIN 500MG C/12 CAPS DICLOXACILINA (WANDEL)               ;175;WANDELL;ANTIBIOTC0;;;
DICLOXACILINA 500MG C/12 CAPS (AMSA);175;AMSA;ANTIBIOTC0;;;
DICLOXACILINA 500MG C/12 CAPS (HORMONA);175;HORMONA;ANTIBIOTC0;;;
BRISPEN 500MG C/20 TABS DICLOXACILINA (HORMONA);176;HORMONA;ANTIBIOTC0;;;
COXACLAN  500MG C/20 DICLOXACILINA (COLLINS);176;COLLINS;ANTIBIOTC0;;;
DIXEN 500MG C/20 CAPS DICLOXACILINA (MAVER);176;MAVER;ANTIBIOTC0;;;
ORMOPEN 500MG C/20 CAPS DICLOXACILINA (HORMONA);176;HORMONA;ANTIBIOTC0;;;
Posipen 12h 1g c/10 Caps Dicloxacilina (Sanfer);177;SANFER;ANTIBIOTC0;;;
Amikacina 2ml Iny (Amsa);178;AMSA;ANTIBIOTICO;;;
AMIKAYET 2ML SOL INY (GROSSMAN);178;GROSSMAN;ANTIBIOTICO;;;
AMLODIPINO 5MG C/10 TABS (ULTRA);179;ULTRA;;;;
NORDIVER 5MG C/10 TABS AMLODIPINO (MAVER);179;MAVER;;;;
AMLODIPINO 5MG C/100 TABS (AVIVIA);180;AVIVIA;;;;
AMLODIPINO 5MG C/100 TABS (ULTRA);180;ULTRA;;;;
AMLODIPINO 5MG C/100 TABS (ULTRA);180;ULTRA;;;;
AMLODIPINO 5MG C/30 TABS (MEDLEY);181;MEDLEY;;;;
NORVAS 5MG AMLODIPINO C/30 TABS (PFIZER);181;PFIZER;;;;
AMOXICILINA 500MG C/100 TABS (VICTORY);182;VICTORY;ANTIBIOTICO;;;
AMOXICILINA 500MG C/12 CAPS (AMSA);182;AMSA;ANTIBIOTICO;;;
AMOXICILINA 500MG C/48 TABS (VICTORY);182;VICTORY;ANTIBIOTICO;;;
AMOXICILINA 500MG SUSP  (AMSA);182;AMSA;ANTIBIOTICO;;;
GIMALXINA  500MG SUSP AMOXICILINA (COLLINS);182;COLLINS;ANTIBIOTICO;;;
GIMALXINA 500MG C/12 TABS AMOXICILINA (COLLINS);182;COLLINS;ANTIBIOTICO;;;
GIMALXINA 500MG C/60 TABS AMOXICILINA (COLLINS);182;COLLINS;ANTIBIOTICO;;;
GIMALXINA 500MG C/90 TABS AMOXICILINA (COLLINS);182;COLLINS;ANTIBIOTICO;;;
ORMOCYN T-5 500MG C/20 CAPS AMOXICILINA (HORMONA);182;HORMONA;ANTIBIOTICO;;;
VIZIMOX 500MG C/100 CAPS AMOXICILINA (VICTORY);182;VICTORY;ANTIBIOTICO;;;
VIZIMOX 500MG C/24 CAPS AMOXICILINA (VICTORY);182;VICTORY;ANTIBIOTICO;;;
Gimabrol 500mg/30mg  c/12 Caps Amoxicilina, Ambroxol (Collins);183;COLLINS;ANTIBIOTICO;;;
PENTIBROXIL 250MG SUSP.  AMOXICILINA / AMBROXOL (MAVER);183;MAVER;ANTIBIOTICO;;;
PENTIBROXIL 500MG C/16 CAPS AMOXICILINA / AMBROXOL  (MAVER);183;MAVER;ANTIBIOTICO;;;
VANMOXOL  250MG  AMOXICILINA / AMBROXOL (WANDEL);183;WANDEL;ANTIBIOTICO;;;
VANMOXOL  500MG C/12 CAPS  AMOXICILINA / AMBROXOL (WANDEL);183;WANDEL;ANTIBIOTICO;;;
GIMALXINA 250 MG SUSP AMOXICILINA (COLLINS)             ;184;COLLINS;ANTIBIOTICO;;;
PENTICLOX 75ML 250MG AMOXICILINA (MAVER);184;MAVER;ANTIBIOTICO;;;
AMSAFAST 120MG C/21 CAPS ORLISTAT (AMSA);185;AMSA;BAJAR PESO ;;;
LINDEZA 120MG ORLISTAT C/84 CAPS (PISA);185;PISA;BAJAR PESO ;;;
REDUSTAT C/60 TABS ORLISTAT (LIOMONT);185;LIOMONT;BAJAR PESO ;;;
ANALGEN 220MG C/20 TABS (LIOMONT) NAPROXENO;186;LIOMONT;ANALGESICO ;;;
ANALGEN COLICOS C/10 TAB  (LIOMONT) NAPROXENO;186;LIOMONT;ANALGESICO ;;;
Flanax 40g Gel Naproxeno Sodico 5.5% (Bayer);187;BAYER;ANALGESICO ;;;
NAPROXENO 500MG C/45 TABS (AMSA);188;AMSA;ANALGESICO ;;;
NAPROXENO SODICO 500MG C/45 TABS (AMSA);188;AMSA;ANALGESICO ;;;
NAXEN 500MG C/15 TABS NAPROXENO (SIEGFRIED RHEIN)       ;188;SIEGFRIED RHEIN;ANALGESICO ;;;
NAXEN 500MG C/45 TABS NAPROXENO (SYNTEX);188;SYNTEX;ANALGESICO ;;;
NOVAXEN 500MG C/45 TABS NAPROXENO (NOVAG);188;NOVAG;ANALGESICO ;;;
Naxodol 250mg-200mg c/30 Caps Naproxeno-Carisoprodol (Siegfried Rhein);189;SIEGFRIED RHEIN;ANALGESICO ;;;
VELSAY-S COMPUESTO 100ML SUSP NAPROXENO,PARACETAMOL (SONS);190;SONS;ANALGESICO ;;;
ARNICA CON NAPROXENO ;191;;ANALGESICO TOPICO ;;;
ARNICA CON NAPROXENO GEL ;191;;ANALGESICO TOPICO ;;;
ARNICA CON NAPROXENO POMADA ;191;;ANALGESICO TOPICO ;;;
GEL ARNICA CON DICLOFENACO Y NAPROXENO 300GR      ;191;;ANALGESICO TOPICO ;;;
FORMULA CHINA CON DICLOFENACO Y NAPROXENO  125GR ;192;;ANALGESICO TOPICO ;;;
POMADA ARNICA CON DICLOFENACO Y NAPROXENO (MEX);192;;ANALGESICO TOPICO ;;;
MAMISAN C/ARNICA Y NAPROXENO 100GR ;193;;ANALGESICO TOPICO ;;;
MAMISAN C/ARNICA Y NAPROXENO 200GR ;193;;ANALGESICO TOPICO ;;;
ANAPENIL INY 400,000 U  (GROSSMAN) BENCIPENICILINA;194;GROSSMAN;ANTIBIOTICO;;;
BENCILPENICILINA PROCAINA 800,000 U C/1 AMP (AMSA);195;AMSA;ANTIBIOTICO;;;
PENICILINA 500MG 800,000 UI C/100 CAPS PENIXILIN (HEALTH TEC);196;HEALTH TEC;ANTIBIOTICO;;;
PENIPOT 800,000 U C/1 AMP BENCILPENICILINA PROCAINA (AMSA);196;AMSA;ANTIBIOTICO;;;
PENPROCILINA 800,000 U INY BENCILPENICILINA PROCAINA  (LAKESIDE);196;LAKESIDE;ANTIBIOTICO TOPICO;;;
POMADA ESPENICIDA;196;;ANTIBIOTICO;;;
POTA-VI-KIN 800,000 U C/40 TAB PENICILINA (COLLINS);196;COLLINS;ANTIBIOTICO;;;
PENICILINA POMADA 12GR  (KURAMEX);197;KURAMEX;ANTIBIOTICO;;;
PENICILINA POMADA 27Gr ();197;;ANTIBIOTICO TOPICO;;;
SULFATIAZOL C/ PENICILINA POMADA 27g;197;;ANTIBIOTICO;;;
UNGUENTO PENICILINA (KURAMEX);197;KURAMEX;ANTIBIOTICO;;;
ANARA 125ML JARABE (CHINOIN) PICOSULFATO;198;CHINOIN;LAXANTE;;;
ANARA 20ML GOTAS  (CHINOIN) PICOSULFATO;198;CHINOIN;LAXANTE;;;
ANARA 5MG C/20 TAB LAXANTE  (CHINOIN) PICOSULFATO;198;CHINOIN;LAXANTE;;;
ANDANTOL 25G  (SANFER);199;SANFER;QUEMADURAS Y COMEZON;;;
ANDANTOL 4MG C/20 GRAGEAS (SANFER);199;SANFER;QUEMADURAS Y COMEZON ;;;
ANGIN 30 TABS (VIVALIVE)                          ;200;VIVALIVE;DOLOR GARGANTA;;;
DIMEFOR G 5MG METFORMINA/GLIBENCLAMIDA (SEGFREID RHEIN);201;SEGFREID RHEIN;DIABETES MELLITUS;;;
Duo-Anglucid 500MG/5MG c/60 Tabs Metformina -Glibenclamida (Collins);201;COLLINS;DIABETES MELLITUS;;;
Duo-Anglucid c/30 Tabs Metformina -Glibenclamida (Collins);201;COLLINS;DIABETES MELLITUS;;;
MAVIGLIN 500MG C/60 TABS METFORMINA / GLIBENCLAMIDA (MAVI);201;MAVI;DIABETES MELLITUS;;;
DINAMEL 500MG C/30 TABS METFORMINA (LIFERPAL);202;LIFERPAL;DIABETES MELLITUS;;;
GLUNOVAG 500MG C/60 TABS METFORMINA (NOVAG);202;NOVAG;DIABETES MELLITUS;;;
METFORMINA 500MG C/30 TABS (ALPHARMA);202;ALPHARMA;DIABETES MELLITUS;;;
METFORMINA 500MG C/40 TAB (LOEFFLER);202;LOEFFLER;DIABETES MELLITUS;;;
MEVICFOR 500MG C/100 TABS METFORMINA (VICTORY);202;VICTORY;DIABETES MELLITUS ;;;
WADIL 500MG/5MG C/60 TABS Metformina -Glibenclamida (BIOMEP);202;BIOMEP;DIABETES MELLITUS;;;
METDUAL C/30 TABS GLIPIZIDA/METFORMINA (SILANES);203;SILANES;DIABETES MELLITUS;;;
ARIFLAM 100MG C/50 TABS DICLOFENACO (ULTRA);204;ULTRA;;;;
ARNICA C/60 CAPS (ANAHUAC);205;ANAHUAC;ANALGESICO.   ;;;
ARNICA DE LA ABUELA 100GR (Bremer);205;BREMER;ANALGESICO.   ;;;
Arnica De La Abuela 100gr (Bremer);205;BREMER;ANALGESICO.   ;;;
ARNICA SOLA 125GR                                 ;205;;ANALGESICO.   ;;;
BALSAMO BLANCO BENGALA ARNICA 100G  (ARANDA);205;ARANDA;ANALGESICO.   ;;;
CREMA DE PEYOTE CON ARNICA 120GR                  ;205;;ANALGESICO.   ;;;
Extracto Calendula Arnica 60ml (Natural Flower);205;NATURAL FLOWER;ANALGESICO.   ;;;
Extracto de Arnica 60ml (C.B. La Piedad);205;CB LA PIEDAD;ANALGESICO.   ;;;
EXTRACTO DE ARNICA 75ML  (GN+VIDA);205;GN+VIDA;ANALGESICO.   ;;;
Extracto Natural Arnica 60ml (Dina);205;DINA;ANALGESICO.   ;;;
JABON ARNICA 125GR (INDIO PAPAGO)                 ;205;INDIO PAPAGO;ANALGESICO.   ;;;
POMADA ARNICA CON BELLA DONA 125GR (EKO)               ;205;EKO ;ANALGESICO.   ;;;
POMADA DE ARNICA 100GR (EKO);205;EKO ;ANALGESICO.   ;;;
POMADA DE ARNICA 50GR (JALOMA);205;JALOMA ;ANALGESICO.   ;;;
POMADA FLORES DE ARNICA 100G (EKO);205;EKO ;ANALGESICO.   ;;;
Super Crema La Milagrosa con Arnica 100gr (Megamix);205;MEGAMIX;ANALGESICO.   ;;;
Unguento Veneno de Abeja y Arnica 125gr (Ener Green);205;ENER GREEN;ANALGESICO.   ;;;
ARTIDOL GEL 60GR (RIMSA);206;RIMSA;;;;
ARTRIDOL C/20 CAPS  (RIMSA);207;RIMSA;;;;
ARTRIDOL C/40 CAPS (RIMSA)                        ;207;RIMSA;;;;
ARTRIFLEX C/60 TABS  (SANDY);208;SANDY;;;;
ASPIRINA 500MG C/40 TABS  (BAYER);209;BAYER;ANALGESICO;;;
ASPIRINA 500MG EFERVECENTE C/12 TABS (BAYER);209;BAYER;ANALGESICO;;;
ASPIRINA JUNIOR 100MG C/60 TABS (BAYER);210;BAYER;ANALGESICO;;;
ASPIRINA PROTECT 100MG C/84 TABS (BAYER);210;BAYER;ANALGESICO;;;
ASSAL SALBUTAMOL AEROSOL  C/200 DOSIS (SALUS)  ;211;SALUS;ASMA / BRONCOESPASMO;;;
SALBUTAMOL AEROSOL C/1 5 MG  (AMSA);211;AMSA;ASMA / BRONCOESPASMO;;;
SALBUTAMOL AEROSOL C/200 DOSIS  (BRESALTEC)                ;211;BRESALTEC;ASMA / BRONCOESPASMO;;;
SALBUTAMOL AEROSOL C/200 DOSIS (VICTORY)  ;211;VICTORY;ASMA;;;
VENTOLIN SALBUTAMOL C/200 DOSIS (GLAXO SMITH KLINE);211;GLAXO SMITH KLINE;ASMA / BRONCOESPASMO;;;
VENTOLIN SALBUTAMOL JBE 200ML (GLAXO SMITH KLINE)     ;212;GLAXO SMITH KLINE;ASMA / BRONCOESPASMO;;;
SALBUTAMOL (Randall) JARABE Fco. 60 ML. 40 MG/100 ML.;212;RANDALL;ASMA / BRONCOESPASMO;;;
ATARAX 25MG C/25 TABS (UCB DE MÉXICO) HIDROXICINA;213;UCB DE MEXICO;;;;
HIDROXIN c/30 TABS. 10 MG. (HIDROXICINA)  MAVI;213;;;;;
XYLAM c/30 TABS. 10 MG. HIDROXICINA  (RAAM);213;;;;;
ATEMPERATOR 400MG C/30 TABS VALPROATO DE MAGNESIO (ARMSTRONG);214;ARMSTRONG;EPILEPSIA;;;
VALPROATO DE MAGNESIO 200MG C/40 TABS (GENERICOS ARMSTRONG);214;ARMSTRONG;EPILEPSIA;;;
VALPROATO de MAGNESIO (Psicofarma) c/40 TABS. 200 MG.;214;PSICOFARMA;EPILEPSIA;;;
AVAPENA C/5 AMP CLOROPIRAMINA (SANDOZ)                          ;215;SANDOZ;ANTIHISTAMINICO;;;
ACONDICIONADOR COLA DE CABALLO 1.1 L (INDIO PAPAGO) ;5000;INDIO PAPAGO;ASEO PERSONAL ;;;
ADHESIVO COREGA ULT SAB 40G (GSK);5000;GSK;ASEO PERSONAL ;;;
Alumbre Desodorante Natural 90ml;5000;;ASEO PERSONAL ;;;
ANGEL FACE BRONCEADO  (PONDS);5000;PONDS;ASEO PERSONAL ;;;
ANGEL FACE CANELA  (PONDS);5000;PONDS;ASEO PERSONAL ;;;
ANGEL FACE NATURAL 1  (PONDS);5000;PONDS;ASEO PERSONAL ;;;
ANGEL FACE NATURAL 2  (PONDS);5000;PONDS;ASEO PERSONAL ;;;
ANGEL FACE TROPICAL (PONDS);5000;PONDS;ASEO PERSONAL ;;;
ASEPXIA C/30 CAPS  (GENOMMA);5000;GENOMMA;;;;
ASEPXIA JABON AZUFRE   (GENOMMA);5000;GENOMMA;;;;
ASEPXIA JABON BLACK  (GENOMMA);5000;GENOMMA;;;;
ASEPXIA JABON EXFOLIANTE (GENOMMA);5000;GENOMMA;;;;
ASEPXIA JABON FORTE  (GENOMMA);5000;GENOMMA;;;;
ASEPXIA JABON HERBAL (GENOMMA);5000;GENOMMA;;;;
ASEPXIA JABON HUMECTANTE  (GENOMMA);5000;GENOMMA;;;;
ASEPXIA JABON JITOMATE (GENOMMA);5000;GENOMMA;;;;
ASEPXIA JABON LIMPIEZA PROFUNDA  (GENOMMA);5000;GENOMMA;;;;
ASEPXIA JABON NATURAL (GENOMMA);5000;GENOMMA;;;;
ASEPXIA JABON NEUTRO (GENOMMA);5000;GENOMMA;;;;
ASEPXIA JABON TEA TREE (GENOMMA);5000;GENOMMA;;;;
ASEPXIA MAQUILLAJE NATURAL  (GENOMMA);5000;GENOMMA;;;;
ASEPXIA POMADA  (GENOMMA);5000;GENOMMA;;;;
ASEPXIA SPOT GEL 28GR (GENOMMA);5000;GENOMMA;;;;
ASTRINGOSOL ANTISEPTICO  (GLAXO SMITH KLINE);5000;GLAXO SMITH KLINE;;;;
AGUA INY 3ML (PISA);5001;PISA;INSUMOS;;;
AGUA INYECTABLE 5ML ;5001;;INSUMOS;;;
ALCOHOL MICHOACANO ;5001;;INSUMOS;;;
AMOSAN ANTISEPTICO C/20 SOBRES  (ORAL-B);5001;ORAL-B;INSUMOS;;;
Ajo Japones c/60 Tabs (Farnat);5002;FARNAT;SUPLEMENTOS;;;
Ajodin Complex 1g c/90 Tabs (Dina);5002;DINA;SUPLEMENTOS;;;
AJOVID AJO CHINO C/90 TABS (SANDY);5002;SANDY;SUPLEMENTOS;;;
ALCACHOFA C/10 AMP (GN+VIDA);5002;GN+VIDA;SUPLEMENTOS;;;
ALCACHOFA C/30 AMP (GN+VIDA);5002;GN+VIDA;SUPLEMENTOS;;;
ALCANFOR 200G FRASCO (SANAX);5002;SANAX;SUPLEMENTOS;;;
ALCANFOR C/50 BOLSITAS C/3 TABS (GISEL);5002;GISEL;SUPLEMENTOS;;;
Alga Espirulina 50g c/100 Tabs (La Salud es Primero );5002;LA SALUD ES PRIMERO;SUPLEMENTOS;;;
Alga Spirulina 500mg c/150 Tabs (Dina);5002;DINA;SUPLEMENTOS;;;
ALIPOTEC RAIZ DE TEJOCOTE ;5002;;SUPLEMENTOS;;;
Ami Ajo + Perejil 950mg c/120 Caps (Anahuac);5002;ANAHUAC;SUPLEMENTOS;;;
Ami Ajo + Spirulina 400mg c/60 Caps (Anahuac);5002;ANAHUAC;SUPLEMENTOS;;;
Ami Ajo c/120 Grageas (Anahuac);5002;ANAHUAC;SUPLEMENTOS ;;;
Ami Ajo Chino 400mg c/60 Caps (Anahuac);5002;ANAHUAC;SUPLEMENTOS ;;;
ANAVIT C/30 CAPS DIABETICOS (GEL PHARMA);5002;GEL PHARMA;SUPLEMENTOS;;;
Antibiotico Natural Echinacea 30ml (Ener Green);5002;ENER GREEN;SUPLEMENTOS;;;
Antioxidante 1g c/90 Tabs (Dina);5002;DINA;SUPLEMENTOS;;;
ARGAN  OIL 0.5 OZ;5002;;SUPLEMENTOS;;;
ARTRITIS Y REUMATISMO GEL DESINFLAMANTE 250GR     ;5002;;SUPLEMENTOS;;;
AUTENTICA VIBORA DE CASCABEL C/50 CAPS (ANAHUAC);5002;ANAHUAC;SUPLEMENTOS;;;
AUTRIN 600MG C/36 TABS VITAMINAS, HIERRO (ARMSTRONG);5002;ARMSTRONG;SUPLEMENTOS;;;
BABA DE CARACOL CREMA 150GR ;5002;;SUPLEMENTOS;;;
Bactroban Unguento 2% 15g Mupirocina (Glaxo Smith Kline);;GLAXO SMITH KLINE;;;;
Balsamo Blanco Pomada 240g (Aranda);;ARANDA;;;;
Balsamo Blanco Pomada 60g (Aranda);;ARANDA;;;;
BALSAMO DEL PERU GEL 120GR                        ;;;;;;
BALSAMO DEL TIGRE 100GR  (PLANTIMEX);;PLANTIMEX;;;;
BALSAMO DEL TRIGRE 125GR                          ;;;;;;
BALSAMO DENTAL SAN JORGE;;;;;;
BALSAMO NEGRO 125GR                               ;;;;;;
BAMITOL POMADA 200GRM (BAYER);;BAYER;;;;
BAÑO COLOIDE POLVO 90G ARDOR Y COMEZON;;;;;;
BAYCUTEN N CREMA 35G (SON'S);;SONS;;;;
BEBIDA DE ALPISTE 1.1KG(YPENSA)                   ;;YPENSA;;;;
Bedoyecta G c/30 Tabs Multivitaminico, Extracto de Ginseng (Grossman);;GROSSMAN;;;;
BEKA C/10 PEINES PIOJOS PLASTICO (BEKA);;BEKA;;;;
BELLA AURORA CREMA ACLARANTE (STILLMAN);;STILLMAN;;;;
BELLODECTA C/10 AMP (EKO);;EKO;;;;
BENADREX 120ML  DIFENHIDRAMINA,DEXTROMETORFANO (JOHNSON & JOHNSON);;JOHNSON & JOHNSON;;;;
BENADRYL ALERGIA C/24 TABS (JOHNSON & JOHNSON);;JOHNSON & JOHNSON;;;;
BENADRYL ALERGIA JBE 120ML (JOHNSON & JOHNSON);;JOHNSON & JOHNSON;;;;
BENADRYL E 150ML JARABE  (JOHNSON & JOHNSON);;JOHNSON & JOHNSON;;;;
BENEXOL C/30 COMPRIMIDOS (BAYER);;BAYER;;;;
BENZAL DOUCHE CLASICO CUIDADO INTIMO FEMENINO;;;;;;
BENZAL POLVO C/12 SOBRES CUIDADO INTIMO FEMENINO;;;;;;
BERGAMOTA HAIR OIL 2 OZ (PLANTIMEX);;PLANTIMEX;ACEITES;;;
BETAMETASONA , CLOTRIMAZOL , GENTAMICINA 40GR (BEST) ;;BEST;;;;
BETNOVATE 100ML LOCION (GLAXO SMITH KLINE);;GLAXO SMITH KLINE;ALERGIA CUTANEA ;;;
BETNOVATE CREMA 40GR (GLAXO SMITH KLINE)          ;;GLAXO SMITH KLINE;;;;
BEZAFIBRATO 200MG C/30 TABS (PSICOFARMA) ;;PSICOFARMA;;;;
BINAFEX C20 TABS 250 MG;;;;;;
BINOTAL 1G C/12 TABS (BAYER);;BAYER;;;;
BINOTAL 250MG SUSP (BAYER);;BAYER;;;;
BINOTAL 500MG C/30 CAPS (BAYER) ;;BAYER;;;;
BINOTAL 500MG SUSP (BAYER);;BAYER;;;;
BIODAN c/50 TABS. 100 MG. FENITOINA (BIORESEARCH);;BIORESEARCH;;;;
BIOFENOR c/30 TABS. SULFATO FERROSO (BIORESEARCH);;BIORESEARCH;;;;
BIOFILEN 100MG c/28 TABS ATENOLOL (DEGORTS);;DEGORTS;;;;
BIOFUROSO 200MG C/50 TABS FUMARATO FERROSO (BIORESEARCH);;BIORESEARCH;;;;
BIOKACIN 500MG SOLUCION INY (RAYERE);;RAYERE;;;;
BIOMETRIX AOX C/100 CAPS  (SCHERING-PLOUGH);;SCHERING-PLOUGH;;;;
BIOMETRIX AOX C/60 CAPS (SCHERING-PLOUGH);;SCHERING-PLOUGH;;;;
BIOMETRIX C/100 CAPS  (SCHERING-PLOUGH);;SCHERING-PLOUGH;;;;
BIOMETRIX C/30 CAPS (SCHERING-PLOUGH);;SCHERING-PLOUGH;;;;
BIOTINA 500MG C/30 CAPS (GN+VIDA)                 ;;GN+VIDA;;;;
BIPALVER 75MG C/28 TABS PREGABALINA (MAVER);;MAVER;;;;
Bipasmin Compuesto N c/20 Tabs (Boehringer Ingelheim);;BOEHRINGER INGELHEIM;;;;
Bismuto 1g Subnitrato (Alprima);;ALPRIMA;;;;
Boldo 400mg c/150 Caps (La Salud es Primero );;LA SALUD ES PRIMERO;;;;
B-PLEX c/30 TABS. 500 MG.(BIOMIRAL);;BIOMIRAL;;;;
BRE-A-COL ADULTO 120ML  (GROSSMAN);;GROSSMAN;;;;
BRILINTA 90MG C/60  (AZTRA ZENECA) ;;AZTRA ZENECA;;;;
BRINTELLIX 10MG C/28 TABS ;;;;;;
